class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_a,rough_a,slp_d,sp_a
not,1912.439941,6.2895002,0.041745,-0.028704,-0.0704491,0.460546,4.5300398,24.0065002,-1.97664
not,3520.070068,4.53198,0.334412,0.268095,-0.0663171,0.601215,3.9670999,17.8890991,5.9154201
not,479.2990112,7.1066298,0.752692,0.836257,0.0835654,0.47782,4.69733,21.4764004,-3.2221999
not,2042.630005,6.76723,0.0418957,-0.0684066,-0.110302,0.56625,3.85531,19.0478992,-0.400635
not,550.210022,4.8002,0.459949,0.386258,-0.0736904,0.401952,3.2379301,13.8659,-2.4193599
not,95.1299973,6.9841599,-1.37977,0.775149,2.1549201,0.254403,3.0623901,18.4445,-10.8023996
not,1325.959961,7.1949301,0.0835654,0.0511576,-0.0324078,0.840483,1.73103,2.5778699,2.5238199
not,1702.699951,6.6961699,0.543514,0.201148,-0.342366,0.400655,4.5910401,23.9808998,-3.3189499
not,7899.069824,4.6195898,0.0002261,0.249939,0.249713,0.523661,5.5282602,30.6005001,3.4470799
not,665.2880249,4.6135702,0.376308,0.368222,-0.008086,0.262942,3.7827899,16.5673008,-6.2520599
not,2085.419922,7.8015099,-1.42152,-1.0384901,0.383023,0.404171,4.30862,18.3344002,-2.9275801
not,3931.379883,5.6946201,0.920124,0.813221,-0.106903,0.507898,4.00734,11.4112997,5.0736699
not,1954.650024,6.7821298,0.292592,0.26917,-0.0234224,0.703997,2.2409301,5.8266802,3.0836899
not,573.5650024,8.2227297,-1.29636,-1.22754,0.0688207,0.491853,4.237,19.1030006,-4.5457802
not,692.3800049,6.8122401,-0.083264,-0.0733079,0.0099561,0.568186,3.80129,19.9545994,3.28563
not,3570.959961,5.3001499,-2.4251299,-0.802658,1.62247,0.691399,4.5889802,24.1886005,10.6624002
not,1465.569946,6.03865,1.00339,1.0238301,0.0204436,0.733263,2.58114,8.1430197,7.0151701
not,109.7850037,7.8021102,-0.0418204,-0.167241,-0.125421,0.291946,2.1120801,4.9075499,-3.31973
not,4688.709961,8.2313099,-0.543514,0.208829,0.752343,0.48687,5.1526699,26.7068005,-5.82832
not,9235.429688,4.9052,-0.417902,-0.0236881,0.394214,0.80592,5.25493,33.6920013,22.5032005
not,1098.75,5.6101198,4.4735799,1.35094,-3.1226399,0.723782,4.0378098,12.3875999,8.97223
not,1301.910034,6.4845901,-0.20865,-0.101581,0.107069,0.697609,2.82037,5.2340999,5.0665898
not,257.651001,6.5092301,1.21249,1.4493099,0.236821,0.381738,3.6619101,24.0792007,-10.1626997
not,479.8699951,9.5290804,0,0.0675308,0.0675308,0.285484,2.95646,6.8408599,-5.1801901
not,136.9160004,6.7220998,-3.1357801,-0.111253,3.0245199,0.164418,3.9201601,18.0084991,-21.7231007
not,0.857438,11.1866999,0,0,0,0.0041389,2.94209,0.190542,-7.19139
not,1250.280029,8.1863499,0.752466,0.557512,-0.194953,0.363001,3.94206,13.1638002,-1.18629
not,906.2219849,7.0738902,0.167206,-0.123792,-0.290998,0.583517,2.4454899,8.6678801,0.862854
not,8379.580078,6.0450902,-0.0416697,0.0019559,0.0436256,0.526689,5.6205802,29.6256008,4.4067502
not,1803.300049,4.9875498,-0.209177,0.143838,0.353015,0.424037,4.64923,31.5505009,0.845596
not,42.2703018,6.5213699,1.21249,0.355298,-0.857192,0.177967,3.24488,5.0461001,-8.8173504
not,4267.310059,5.33882,0.167206,0.129458,-0.0377483,0.552688,5.7697201,35.7625999,3.34973
not,187.7630005,6.3376398,0.250847,0.188517,-0.06233,0.289654,2.15622,3.0369201,-1.84973
not,4415.450195,4.1428699,0.58541,0.163827,-0.421583,0.4443,4.9326801,25.4692001,-1.3875
not,1318.140015,6.1153598,1.54698,-0.201487,-1.7484601,0.544103,3.02195,11.2426996,3.25928
not,388.3059998,6.0834599,0.334262,0.404683,0.0704212,0.354688,2.18855,3.9133999,-1.84692
not,2369.629883,6.7985501,0.418355,-0.0026312,-0.420986,0.571354,3.5141001,13.1828003,2.86325
not,770.8519897,7.16787,-0.669126,-0.130142,0.538984,0.371212,3.1524301,11.7587996,0.333588
not,1859.229981,7.14045,0.209177,-0.212568,-0.421746,0.636867,3.0808799,9.4476099,2.88519
not,2151.719971,5.69104,0.459798,0.0756692,-0.384129,0.523527,3.85776,16.9013004,7.7470598
not,551.3770142,5.8944201,0.0837915,0.071014,-0.0127774,0.581047,3.35483,13.9245996,1.63872
not,2226.949951,6.8804798,0.961567,-0.164576,-1.12614,0.867041,4.03898,12.1780996,12.2358999
not,2522.620117,5.3523698,0.459949,-0.216717,-0.676666,0.451121,5.8854098,40.4524002,3.1210201
not,1962.319946,7.9021401,-0.417978,-0.147202,0.270775,0.574436,3.30741,15.5073996,0.651291
not,2146.340088,5.9488802,-0.627155,-0.222959,0.404196,0.430587,4.94314,38.047699,-0.243256
not,276.7609863,7.9344401,-0.62723,-0.216729,0.410501,0.435151,3.10339,7.9524398,-3.4303999
not,127.8430023,6.6856098,-3.3030601,-0.658199,2.64486,0.227667,3.7884099,20.5373001,-16.5028
not,1576.859985,7.4035301,-0.041745,0.0382405,0.0799855,0.396461,3.04333,9.3390903,-3.4047501
not,1351.530029,6.3912702,0.418128,0.0900279,-0.328101,0.556723,3.8687799,19.3913002,1.67818
not,1213.709961,7.56109,0.376157,0.0033894,-0.372768,0.309775,4.7474098,25.0925999,-8.8052397
not,1363.839966,7.2171698,0.501694,0.0433811,-0.458313,0.446519,3.5551701,12.4162998,2.25879
not,1423.880005,6.6970501,-0.376233,0.192739,0.568972,0.576498,2.9329901,10.4913998,4.994
not,558.4160156,6.2740302,0.4601,0.0990335,-0.361066,0.524222,2.7708099,12.7433004,-2.3663001
not,1483.310059,10.7334995,-0.627004,-0.615818,0.0111866,0.642202,2.5136099,3.06989,2.3731999
not,3295.02002,5.9387298,2.0069301,-0.162731,-2.1696601,0.839452,4.0657401,17.5492992,13.8108997
not,1114.109985,9.8300304,0.0421218,0.0542822,0.0121604,0.505979,2.60797,3.3260701,-0.912567
not,1529.719971,4.6165299,0.585561,-0.547745,-1.13331,0.519135,4.2411199,30.6772995,8.6496696
not,3009.959961,5.5422001,-0.627004,-0.533897,0.0931076,0.659196,3.7327199,19.4230995,7.63939
not,1112.75,6.2560401,0.4601,0.0820408,-0.378059,0.386911,3.2593701,12.9668999,-3.9876101
not,668.3610229,8.2064695,-1.25439,-0.499261,0.755125,0.452726,2.4272299,5.6106,-1.69037
not,3332.110107,6.5676398,0.627155,0.237298,-0.389857,0.789605,3.53087,9.5708399,13.2346001
not,1171.219971,5.5701098,1.25446,-0.541714,-1.79618,0.578201,3.9025199,18.9270992,5.7421899
not,3482.27002,5.8024302,0.125386,-0.0187234,-0.144109,0.584907,4.1786399,19.9218006,7.3871498
not,1940.719971,6.1900201,0.0000754,-0.0242847,-0.02436,0.506525,3.6823599,13.8189001,-1.04106
not,4580.669922,4.5201702,2.13254,1.94563,-0.186903,0.480395,4.3713398,18.0879002,-5.92068
not,119.0619965,6.0592098,0.626929,0.239628,-0.387301,0.343537,2.66276,4.0091801,-2.8366499
not,1421.329956,6.3228798,-1.38,-1.59038,-0.210384,0.579485,4.0528002,23.3038006,1.88823
not,839.0510254,5.8271499,-0.125235,0.0056749,0.13091,0.375734,4.5675201,23.8439999,-8.6294403
not,662.4299927,5.7455301,0.920124,-0.0067686,-0.926892,0.699759,2.24178,5.4785199,4.5928602
not,4258.25,6.5398898,-0.752616,-0.361363,0.391253,0.48191,5.20818,21.3085003,0.219757
not,1441.849976,7.34584,0.208951,0.0839146,-0.125037,0.632143,3.64063,16.1917992,2.9242401
not,1765.079956,6.4159498,0.878153,0.113865,-0.764288,0.583212,5.0796599,23.8223991,2.47224
not,470.1149902,7.0845098,-0.0415943,-0.0417062,-0.0001119,0.902975,1.67619,2.87834,2.6577301
not,2624.360107,5.7891898,-0.209177,-0.79894,-0.589763,0.910483,3.26331,10.4050999,11.1513004
not,469.9609985,8.42453,-0.459874,-0.221124,0.23875,0.289692,3.1475699,10.4431,-5.3210001
not,1189.900024,6.2881198,-0.125612,-0.548433,-0.422821,0.643002,2.9266601,15.5750999,1.7067699
not,879.0130005,6.18644,0.794512,0.667891,-0.126621,0.45078,4.1709199,23.3644009,-5.7214999
not,562.0910034,9.83498,-2.2160299,-2.07761,0.13842,0.260795,3.7056,15.6160002,-6.87814
not,3775.830078,4.86062,1.7144099,1.53452,-0.179886,0.624373,4.4032698,24.9262009,1.99187
not,6245,7.0752301,-0.627381,-0.472144,0.155237,0.53007,5.1729298,23.3334007,-5.0577102
not,662.1270142,7.7181702,-0.292743,-0.0792171,0.213526,0.410846,3.3092401,14.2229004,-6.3685498
not,4243.479981,5.9689102,0.58541,0.367708,-0.217702,0.754665,2.9174399,8.7224197,4.7958498
not,645.1370239,6.3776698,-0.334412,0.007078,0.34149,0.405318,3.46014,17.0053005,-5.0781898
not,432.696991,6.9309101,-1.92329,-1.9874001,-0.0641155,0.527703,3.43976,22.3127003,-1.1295201
not,1986.530029,6.6779799,0.125537,-0.116707,-0.242244,0.554451,3.3041899,8.5866499,3.8136599
not,2200.110107,7.21874,0.167055,0.0227401,-0.144315,0.468748,4.9854698,25.8083992,-5.7526102
not,792.9920044,7.0680699,0.125537,-0.0920717,-0.217608,0.449777,4.0431099,18.3782005,-5.7455902
not,225.923996,7.0144901,-1.12892,-0.430931,0.697994,0.382819,2.9635999,10.6883001,-6.1122098
not,0,12.0340004,-3.4704101,-1.4333,2.0371101,0.234198,2.83933,4.28936,-8.1163197
not,59.9132004,10.8986998,-1.00331,-0.0789581,0.924354,0.104883,3.36497,4.0910001,-16.6860008
not,189.1690063,4.2948599,2.6759,2.43608,-0.239824,0.464813,4.0639,22.2521,-3.9544699
not,486.2319946,5.9908299,0.376308,0.319078,-0.0572301,0.325677,3.4047699,16.7092991,-6.4584699
not,5140.879883,5.4478998,0.0838668,0.285372,0.201505,0.479496,5.0350399,14.4840002,-4.2855701
not,1105.550049,6.6757598,0.376233,0.116815,-0.259418,0.51233,3.2902501,14.8333998,-2.64066
not,614.526001,8.50035,-0.543439,-0.0897951,0.453644,0.153777,2.85939,5.22962,-4.5682502
not,1657.280029,5.8412099,-0.0835654,-0.141802,-0.0582367,0.714543,3.7139201,19.2205009,8.5732002
not,2919.320068,5.8439698,-2.0904901,-0.662421,1.4280699,0.515268,4.2755699,19.1714993,8.9337902
not,1437.109985,6.4754701,-0.209328,0.0315774,0.240905,0.633569,3.15346,15.5007,3.14397
not,1584.680054,6.94485,-0.208951,-0.278345,-0.0693936,0.560456,2.8751099,9.8397703,-0.658401
not,1719.880005,6.3634501,-0.041745,-0.153165,-0.11142,0.86513,2.2852199,8.81674,6.9161201
not,878.9840088,6.3646302,-0.710796,-0.402061,0.308735,0.326045,4.4801798,27.3124008,-3.9117
not,1940.939941,6.6578898,-0.376383,0.018696,0.395079,0.457667,4.24687,19.1184006,-0.40683
not,1081.449951,6.6680198,0.167055,-0.0575766,-0.224632,0.945806,2.41645,2.18348,8.5843697
not,990.9530029,7.6771002,0.250922,0.222846,-0.0280761,0.489417,3.3777299,16.2719994,-2.92343
not,2284.23999,5.5118098,0.0835654,0.22344,0.139874,0.610746,2.6536701,6.9085302,4.2123098
not,791.3579712,6.4253502,0.125537,-0.0200542,-0.145591,0.563639,3.31727,18.7879009,-0.27652
not,729.9609985,10.2254,-0.250998,-0.270863,-0.0198651,0.46886,4.20122,18.6798992,-7.18361
not,1127.560059,5.5507498,0.668975,0.421052,-0.247923,0.433224,4.3608298,24.9923,-4.76443
not,868.7789917,5.9948201,0.0418204,-0.0159169,-0.0577373,0.472003,3.25598,12.6392002,0.263931
not,1797.160034,7.2970099,-0.292667,0.0429744,0.335642,0.391042,4.53231,21.1170006,-2.4823599
not,141.0160065,6.2739201,-0.501769,0.175128,0.676897,0.0584655,4.2007298,3.23634,-12.5586996
not,1982.27002,5.70577,1.96496,0.103909,-1.86105,0.662876,3.72541,21.7621002,7.81317
not,3860.929932,7.53618,0.292667,0.169315,-0.123352,0.537287,4.8177299,24.8952007,6.4139299
not,1890.969971,6.0585198,-0.54359,-0.0778804,0.465709,0.549291,3.7458799,22.8220997,4.8330698
not,1488.869995,5.9767199,-1.17082,-0.691642,0.479178,0.379982,4.7925801,28.0487003,-7.8924599
not,724.098999,4.2717199,1.54705,0.920541,-0.626512,0.330869,3.5095,22.7206993,0.388947
not,3299.780029,6.6968999,0.0416697,-0.0049961,-0.0466658,0.500318,4.6354899,22.1690006,2.4365699
not,2961.409912,5.5488801,-0.251073,-0.0229352,0.228138,0.479196,5.4148898,35.0122986,4.1015
not,696.6129761,7.0717001,0.334488,0.305452,-0.0290354,0.63408,2.0264499,1.45865,3.03001
not,2487.169922,6.5424099,-0.376383,-0.525139,-0.148755,0.616611,4.4842701,19.0776005,1.68938
not,179.4680023,7.3619399,0.250922,0.370582,0.11966,0.323439,2.9757299,12.8759003,-9.3989897
not,1535.079956,4.8348098,0.585259,-0.161459,-0.746718,0.587099,4.1023598,25.4962006,7.8969002
not,236.5740051,7.7077899,-0.167357,0.18559,0.352947,0.193583,3.5182199,12.9063997,-9.8213797
not,459.6629944,6.0315299,-0.334563,-0.105995,0.228569,0.320245,3.2456601,16.0778999,-5.2853699
not,794.7960205,6.6975799,0.585335,0.884579,0.299245,0.305373,4.58042,29.0412998,-14.5346003
not,1758.380005,7.3729901,0.836106,0.357405,-0.478701,0.655454,2.92488,10.6691999,1.76938
not,233.1320038,8.10674,-1.17044,-0.873405,0.297039,0.357361,3.4202499,12.2476997,-7.3794398
not,1898.849976,5.1536698,-0.041745,-0.0318631,0.0098819,0.777457,2.9779699,19.1208992,9.5591698
not,969.9169922,5.31428,0.794361,0.148098,-0.646263,0.52056,3.85672,16.4491997,3.59322
not,939.1439819,5.5793099,-0.250847,0.0119273,0.262774,0.524606,3.4119899,18.7658997,-1.42329
not,599.6190186,6.4072299,0.251148,0.074167,-0.176981,0.471934,2.7416799,11.1969004,-0.920166
not,1009.609985,7.3253798,-0.669201,-0.943551,-0.274349,0.647282,3.08008,8.9822197,1.30357
not,475.8479919,6.54006,-0.208951,-0.130512,0.0784397,0.435055,2.6071301,12.2247,-3.52391
not,199.1690063,6.4650698,0.250998,0.145442,-0.105556,0.302645,2.3148701,2.67414,-1.41653
not,63.8036995,8.2933197,-1.25439,-0.173115,1.08127,0.14515,2.8227601,10.6272001,-7.65698
not,419.0039978,7.1361098,0.460175,0.0489836,-0.411191,0.577765,3.39728,12.1272001,0.414124
not,3569.800049,10.0657997,-0.16698,-0.0437997,0.12318,0.52787,4.1324701,14.9240999,-1.77011
not,456.625,5.1921,0.167282,0.096396,-0.0708855,0.561198,2.4979899,9.4702597,-1.05362
not,253.6519928,8.8016901,-3.2195699,0.158812,3.3783801,0.203963,3.2646,12.4731998,-10.1983004
not,23.8164005,7.7627501,-0.50192,-0.0842868,0.417633,0.0884259,3.51739,3.6501,-12.4784002
not,1508.369995,5.3570099,-0.167055,0.268853,0.435909,0.467053,3.9127901,15.7961998,2.2228701
not,2771.75,6.0692101,0.0000754,-0.0096034,-0.0096787,0.783741,3.2229199,15.5124998,6.3326898
not,407.7460022,8.8668098,-0.334412,-0.221197,0.113215,0.232362,3.4210601,8.18365,-11.8818998
not,190.526001,6.5079198,0.0837161,0.157931,0.0742151,0.26519,2.6937001,12.6113997,-4.5021501
not,1182.280029,6.5433202,-0.167206,-0.126674,0.0405326,0.737158,2.4551201,9.8018999,3.03778
not,92.6164017,9.25986,0.125461,0.0788757,-0.0465854,0.149424,2.3678899,2.45225,-5.13622
not,101.973999,7.7723598,-1.04528,-0.0535513,0.991732,0.310764,2.4904399,14.8618002,-4.46558
not,1508.979981,5.2230101,-0.292893,0.0195571,0.31245,0.384308,3.35306,9.1870203,-7.0594802
not,609.3380127,7.5978198,0.0834147,-0.0568926,-0.140307,0.324434,3.8036101,19.8551998,-8.60886
not,22.8749008,7.7829099,0.376459,0.269387,-0.107072,0.160542,2.0638101,3.9723001,-3.98718
not,910.3389893,7.1852698,-0.334714,-0.77876,-0.444046,0.542195,3.08881,17.6520004,2.1382899
not,4542.470215,5.5588698,0.334638,0.518831,0.184193,0.667878,3.95403,13.0173998,11.6735001
not,1881.869995,6.6930499,-1.58887,-0.276345,1.31253,0.607238,2.56862,8.4601002,1.40767
not,3301.300049,6.2297101,0.0414436,-0.0176865,-0.0591301,0.821795,3.1343501,6.7411599,9.9797497
not,18.7402,10.2403002,-0.0835654,-0.0208725,0.0626929,0.0706889,2.5782001,1.16584,-8.3389196
not,713.2180176,8.3160801,0.125687,0.214117,0.0884295,0.358621,3.50317,16.7411995,-4.6125002
not,2215.209961,6.6497102,-0.334563,-0.0731857,0.261377,0.438095,4.3284101,17.2576008,-2.03194
not,3326.120117,5.9878998,-0.0418204,-0.0052193,0.036601,0.821737,4.0015402,16.7555008,13.5586996
not,1006.419983,7.1519198,0.293044,-0.141684,-0.434728,0.495058,3.53372,14.4940996,-0.94725
not,205.2910004,6.2856102,0.710947,0.298494,-0.412452,0.23715,4.12468,31.5816994,-21.4613991
not,714.0830078,7.16012,-0.0837161,0.0600816,0.143798,0.43592,3.2667699,7.96134,-1.00427
not,661.6450195,7.8252501,-0.292893,-0.146121,0.146773,0.386565,3.8992701,17.3083992,-9.1918898
not,0,8.9074001,-0.794286,0.637394,1.43168,0.0955206,3.0399699,12.3703003,-7.9709301
not,97.549202,7.7614999,-1.67251,-0.670905,1.00161,0.389079,3.15571,11.5516996,-6.53304
not,4107.5,8.6393003,-0.50192,-0.574901,-0.0729807,0.605364,4.0504498,19.8547993,6.42905
not,285.1549988,6.13557,2.0907199,1.47175,-0.618966,0.387806,5.0405898,35.5374985,-6.81429
not,1828.469971,6.7624002,-0.208951,-0.075881,0.13307,0.695683,2.84989,5.9419999,5.9422798
not,2958.290039,6.0569301,-0.250847,0.301611,0.552458,0.602694,4.2140698,19.3532009,7.99405
not,6788.990234,6.6488199,2.0486701,0.105765,-1.94291,0.544686,4.8165898,30.2420998,2.27985
not,276.901001,5.3671498,3.4286699,1.72978,-1.69889,0.373766,3.9298501,22.7856007,-12.6455002
not,1637.349976,5.3600302,-0.501543,0.391101,0.892645,0.567878,3.7644501,22.9318008,-1.28952
not,868.7180176,8.1510296,-0.041745,-0.144575,-0.10283,0.366896,3.83059,14.5523996,-6.2515898
not,1102.660034,4.9781699,5.18467,4.2961202,-0.888551,0.61422,3.4536099,11.6730003,9.1943398
not,235.9909973,5.8473902,0.292969,0.113352,-0.179617,0.37919,3.20661,9.8287096,-7.7309999
not,1541.229981,6.7815199,0.0001507,0.0309524,0.0308017,0.809435,3.6908,11.5422001,7.53513
not,2167.310059,5.9742198,0.501845,0.329846,-0.171998,0.680906,3.7032399,16.9731998,11.0868998
not,589.1799927,6.62641,0.710645,0.384108,-0.326537,0.794981,2.8766401,9.0337896,8.36514
not,2895.899902,5.8614898,-0.71072,-0.210116,0.500604,0.588826,4.9773502,34.3438988,2.7405701
not,502.1329956,7.9516001,-0.166829,-0.0577894,0.10904,0.319887,3.2158501,13.0824003,-5.5420198
not,5367.700195,7.1972599,-0.125537,-0.171079,-0.0455427,0.540851,4.8691001,23.1089993,-1.26968
not,6735.959961,6.8084002,0.459874,0.336637,-0.123237,0.529214,5.0121999,21.6830997,7.1184502
not,2577.030029,6.3113399,0.292592,0.325258,0.0326656,0.46018,3.9860699,20.8705997,-2.1914699
not,2340.439941,5.8750801,-0.334412,-0.145125,0.189287,0.683062,3.25161,14.1856003,7.9565001
not,2403.679932,5.6333399,1.9648,0.923783,-1.04102,0.751005,3.4161,12.1117001,12.5783005
not,1153.560059,6.84866,0.459949,0.237371,-0.222578,0.63216,2.9356799,5.45399,6.4493699
not,1980.650024,5.3780298,0.209253,0.741037,0.531784,0.541638,3.58723,15.4834995,5.0594001
not,2476.080078,5.6746602,0.878303,0.659597,-0.218707,0.400234,4.8516698,27.2381992,-6.7960701
not,3364.159912,5.8931398,0.794437,0.0426757,-0.751761,0.82902,3.7118199,13.9417,14.1267004
not,2140.699951,5.6554098,-0.626778,-0.0328055,0.593973,0.518084,3.67645,17.4776001,5.4925199
not,1340.079956,6.8955998,0.250922,0.0081101,-0.242812,0.394163,3.74278,15.2856998,-5.1852999
not,2270.570068,6.0591302,-0.167508,-0.558419,-0.390912,0.64281,3.49647,19.3139,5.3479199
not,2503.300049,6.9421802,-1.1290801,-0.911778,0.217297,0.451063,3.6646199,17.684,-7.4723701
not,863.0319824,5.9561501,0.710796,0.678023,-0.0327728,0.371096,3.49999,24.9937992,1.99271
not,3390.330078,6.2355599,0.376157,-0.208185,-0.584342,0.659889,4.32269,19.4193993,5.6848302
not,1412.530029,4.65413,3.8468001,3.27367,-0.573126,0.600574,3.4007499,15.9428997,7.7470198
not,592.09198,5.9205298,-0.501845,-0.478468,0.0233766,0.333238,4.7046099,25.7842999,-14.6337996
not,827.8850098,8.2314997,-0.418053,-0.0632191,0.354834,0.370054,1.97664,3.65467,-1.35461
not,1266.939941,4.1862898,0.376383,0.372092,-0.0042916,0.389571,4.7051802,24.5167007,-3.46667
not,1111.75,7.9932299,0.334488,0.376333,0.0418454,0.935281,2.5059299,0.580514,7.3158102
not,1609.530029,5.5554199,-0.501543,0.0532954,0.554839,0.559944,3.92922,19.1868,2.38098
not,446.8999939,8.2789898,0.125461,0.0452249,-0.0802362,0.239811,2.9774499,7.8036699,-4.6677599
not,2818.899902,7.92027,0.0003014,0.0993165,0.0990151,0.703531,3.4893701,8.0644598,6.6233201
not,4460.689941,6.40521,-0.292517,-0.0701581,0.222359,0.464329,4.6855102,19.1425991,0.987915
not,7.0336699,8.5193596,0.250922,0.177718,-0.0732045,0.0763501,2.0824699,0.343027,-3.3083799
not,1296.300049,7.2276502,0.543665,-0.0392397,-0.582905,0.343781,5.0162201,29.5296001,-7.2381001
not,2815.850098,5.25069,-0.627306,0.418889,1.04619,0.577832,3.4014201,17.4654007,0.090332
not,324.5100098,7.1304402,0.250772,0.0850252,-0.165746,0.326723,3.04565,13.5017004,-5.7411699
not,5747.459961,5.1665902,0.292592,0.209173,-0.0834192,0.590246,4.3646402,18.8929996,8.4198303
not,2588.879883,5.9131799,-1.00339,-1.05619,-0.0528004,0.46737,4.9088402,29.5856991,0.963364
not,2566.780029,6.2328701,-0.167282,-0.265917,-0.0986353,0.53938,4.3240099,19.4678001,4.4103198
not,2547.610107,4.9807501,3.6795199,1.94663,-1.73289,0.534083,4.4854698,22.3983002,6.6349201
not,860.0969849,7.9266701,-0.961567,-0.396831,0.564737,0.342604,2.34045,7.4044099,-2.5324099
not,0,13.0529003,-4.8919301,0.264137,5.1560702,0.0886609,3.09096,11.0591002,-14.9537001
not,1655.479981,4.9116802,2.8431799,1.35098,-1.49221,0.825707,4.2596998,12.4512997,15.2038002
not,2763.659912,5.3287301,-0.376383,-0.0677159,0.308668,0.540415,4.6252198,30.2005997,11.7826996
not,1432.939941,6.87641,-0.376308,-0.015583,0.360725,0.326016,3.8861001,15.5677004,-0.763153
not,4451.009766,5.31284,0,-0.019588,-0.019588,0.519523,4.4893999,23.9179001,4.2697101
not,2183.629883,6.50529,-0.250922,-0.10866,0.142263,0.799117,3.36781,12.6436996,9.9241199
not,1049.119995,5.8685799,0.250847,0.17762,-0.0732272,0.356821,3.5692799,14.2742996,-0.169891
not,1870,7.2283602,0.208951,0.138329,-0.070622,0.920457,3.61165,3.7369101,12.0684996
not,135.9819946,9.0543404,0.208951,0.0567486,-0.152203,0.40252,3.4307301,18.0613003,-8.9886503
not,6599.189941,6.1687102,-0.208801,0.233476,0.442277,0.54289,5.2678599,29.4820995,3.5541699
not,273.7090149,6.8947701,2.8849299,-0.0317083,-2.91664,0.287386,3.9270501,25.9325008,-15.1163998
not,1003.330017,6.5508199,-0.334412,-0.57973,-0.245318,0.497708,2.7939899,12.0978003,0.22673
not,327.9790039,7.0507002,-0.0416697,0.0563085,0.0979782,0.351932,3.5768001,14.5763998,-10.1717997
not,631.4749756,6.87356,-0.376233,-0.211599,0.164634,0.390409,3.2290399,13.9471998,-3.9217999
not,3110.75,5.4478502,1.6723599,0.111464,-1.5609,0.936482,3.1921501,7.35992,15.7636003
not,1672.079956,9.3253899,-1.04513,-0.846241,0.198892,0.580397,2.6511199,4.8906898,1.51579
not,668.0859985,6.34097,-0.54359,0.572159,1.11575,0.474899,3.06758,20.3117008,-2.12309
not,1129.069946,7.0918899,-0.250998,0.0376979,0.288696,0.290683,4.4036598,19.2576008,-5.8758702
not,3479.370117,5.7329102,-0.209253,-0.102391,0.106861,0.646075,3.2667301,10.9933004,6.2993002
not,4901.790039,10.0829,-0.669051,-1.23397,-0.564918,0.60687,3.7667899,12.8530998,-1.28253
not,944.2089844,7.3095498,0.334488,0.132838,-0.201649,0.769645,3.2229099,7.9985299,8.8004799
not,0,9.0941601,-1.7979,-0.129349,1.66855,0.0675969,2.8661201,3.6231,-11.9348001
not,4973.290039,7.0988798,0.250621,-0.550023,-0.800644,0.629619,4.2577901,16.5610008,6.5502901
not,4870.140137,5.6459298,0.376534,0.326233,-0.0503016,0.52686,4.7368999,17.6338005,7.0150599
not,215.253006,5.1700902,0.292743,0.423229,0.130486,0.216106,3.40575,9.6770897,-12.2721996
not,19.3071995,8.5981903,-0.710947,-0.257646,0.4533,0.27983,0.721188,1.88579,-0.38562
not,2057.030029,7.3615499,-0.250998,-0.173217,0.0777808,0.442196,4.4028602,18.9326992,-1.12456
not,1591.959961,6.9394498,-0.794437,-0.144232,0.650205,0.376862,4.5462799,20.6982002,-3.5369
not,408.0249939,5.8315601,1.25431,-0.0348453,-1.28916,0.302997,3.1801901,14.7894001,-8.9804201
not,1008.52002,4.4780102,0.585561,0.354878,-0.230683,0.580281,2.95292,18.8129005,5.04532
not,2399.860107,6.1433001,-0.208801,-0.130816,0.0779849,0.491157,4.2615299,14.4527998,-2.87779
not,5936.740234,6.4953399,0.292743,0.158051,-0.134692,0.547151,5.2743101,24.3771992,-0.732864
not,659.7299805,7.6350698,0.0001507,0.0668562,0.0667055,0.407743,4.0367298,13.0583,-4.6054401
not,1518.719971,7.17698,0.125386,0.111211,-0.014175,0.503058,4.0237999,20.1382008,-2.30843
not,3872.060059,6.8011699,-0.12531,-0.0689439,0.0563665,0.48289,4.3600898,16.7185001,-0.80542
not,471.2090149,6.1874599,0.0418957,0.392804,0.350908,0.322336,3.2743399,17.1322994,-5.2195301
not,73.2229004,7.6800399,-0.54359,-0.0692692,0.474321,0.0515729,3.34111,4.7533102,-14.1906996
not,971.7449951,5.7726102,-0.250922,-0.0887796,0.162143,0.489213,3.56741,20.4755001,-1.0647
not,250.6349945,7.65589,-1.33825,-0.316259,1.0219899,0.206789,3.3879001,9.6685896,-10.1289997
not,2386.669922,11.6133003,0.0837915,0.0283473,-0.0554442,0.452874,1.78558,3.49384,-1.5854
not,845.3510132,6.6984501,0.0420464,0.0619703,0.0199239,0.335323,3.48212,12.5116997,-1.93275
not,499.802002,5.3561702,-0.417827,0.18392,0.601747,0.323786,3.15991,15.8087997,-5.8792
not,3163.620117,7.7728601,0.501694,0.238503,-0.263191,0.515674,4.5690398,19.4759007,2.6106
not,3135.159912,7.0574398,-0.0002261,-0.0769415,-0.0767154,0.662879,3.33723,11.6750002,4.8143601
not,1662.5,9.9303799,-0.460024,-0.216108,0.243917,0.684448,2.51283,5.25599,1.7674
not,45.5527992,7.3557801,-0.334488,-0.064275,0.270213,0.199251,2.8669701,2.19526,-9.0119305
not,259.4979858,11.0423002,0.0837161,-0.019857,-0.103573,0.549026,1.00515,1.65073,0.382065
not,787.2490234,6.7344699,-0.459949,-0.39457,0.0653794,0.520468,4.1344199,19.6343994,-3.5153201
