FID,POINTID,GRID_CODE,class,predB1,predB2,predB3,predB4,predB5,predB6,predB7,predB8,predB9,predB10,predB11,predB12,predB13,predB14,predB15,predB16,predB17,predB18,imgB1,imgB2,imgB3,imgB4,imgB5,pca1,pca2,ndvi,ndvir,skp,diff,lst,grd,all,frst,grdr,lstr,allr,frstr,rand,rand2,rand3,id_2,rand4,rand5,pcaxB1,pcaxB2,pcaxB3,pcaxB4,pcaxB5
776,12239,5,water,8127,7996,6267,3985,1400,12355,13830,11964,25467,8799,0,0,0,0,0,0,0,0,8127.000000000000000,7996.000000000000000,6267.000000000000000,3985.000000000000000,1400.000000000000000,12355,13830,-0.6347980,-0.2225910,3.2352600,0.1831050,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,12645,13883,7569,4568,1644
777,12241,5,water,9182,9305,6952,4306,1589,13946,14625,12189,25060,8736,219,219,211,219,3,3,3,3,9182.000000000000000,9305.000000000000000,6952.000000000000000,4306.000000000000000,1589.000000000000000,13946,14625,-0.6279120,-0.2350330,0.8529630,0.0387573,3.3750000,3.2500000,3.3750000,3.3750000,3,3,3,3,1,5,0,5,1,1,14277,14599,7831,4141,1553
778,12242,5,water,9594,9943,7520,4659,1480,14756,15171,10774,25064,8735,234,234,242,234,5,5,5,5,9594.000000000000000,9943.000000000000000,7520.000000000000000,4659.000000000000000,1480.000000000000000,14756,15171,-0.6711110,-0.2349130,0.0630504,0.0366516,3.5999999,3.7272699,3.5999999,3.5999999,5,5,5,5,1,5,0,5,1,1,15126,15113,7653,4023,1620
779,12243,5,water,9720,10362,7885,4637,1442,15126,15463,10129,24262,8743,264,264,266,264,5,5,5,5,9720.000000000000000,10362.000000000000000,7885.000000000000000,4637.000000000000000,1442.000000000000000,15126,15463,-0.6907900,-0.2593830,0.0410331,0.0534058,4.0714302,4.0999999,4.0714302,4.0714302,5,5,5,5,1,5,0,5,1,1,15521,15403,7513,3822,1459
780,12245,5,water,10921,11451,8751,5392,1862,17057,16078,11495,24979,8729,370,370,383,370,6,6,6,6,10921.000000000000000,11451.000000000000000,8751.000000000000000,5392.000000000000000,1862.000000000000000,17057,16078,-0.6491100,-0.2375030,0.3283070,0.0219116,5.6923099,5.9000001,5.6923099,5.6923099,6,6,6,6,1,5,0,5,1,1,17480,15907,7680,3786,1542
781,12274,5,water,11214,12077,8984,5308,1932,17569,16382,11596,24333,8727,250,250,248,250,5,5,5,5,11214.000000000000000,12077.000000000000000,8984.000000000000000,5308.000000000000000,1932.000000000000000,17569,16382,-0.6460240,-0.2572070,0.1489930,0.0165100,3.8461499,3.8181801,3.8461499,3.8461499,5,5,5,5,1,5,0,5,1,1,18011,16197,7777,3413,1369
782,12281,1,barren,7385,6812,6186,5395,4661,13594,10377,28154,30522,8791,1200,1200,1282,1200,15,15,15,15,7385.000000000000000,6812.000000000000000,6186.000000000000000,5395.000000000000000,4661.000000000000000,13594,10377,-0.1405920,-0.0683015,1.2404500,0.1635130,18.4750004,19.7332993,18.4750004,18.4750004,15,15,15,15,0,1,0,1,1,1,13688,10337,7224,5439,1842
783,12301,5,water,10988,11728,8729,5236,1862,17137,16190,11519,24565,8727,251,251,245,251,6,6,6,6,10988.000000000000000,11728.000000000000000,8729.000000000000000,5236.000000000000000,1862.000000000000000,17137,16190,-0.6483810,-0.2501250,0.3716520,0.0183105,3.8666699,3.7692299,3.8666699,3.8666699,6,6,6,6,1,5,0,5,1,1,17566,16022,7786,3532,1442
784,12302,1,barren,8882,8419,8650,7401,6750,17884,10182,28718,30210,8451,1391,1352,1435,1352,22,22,22,22,8882.000000000000000,8419.000000000000000,8650.000000000000000,7401.000000000000000,6750.000000000000000,17884,10182,-0.1233770,-0.0778145,61.1552010,-0.6157530,21.3999996,22.0769005,20.8076992,20.8076992,22,22,22,22,0,1,0,1,1,1,17988,9932,6517,5773,1705
785,12304,1,barren,8450,8718,8917,7860,6886,18176,9981,28549,30696,8765,1707,1707,1724,1707,20,20,20,20,8450.000000000000000,8718.000000000000000,8917.000000000000000,7860.000000000000000,6886.000000000000000,18176,9981,-0.1285200,-0.0630029,34.1002007,0.1034850,26.2691994,26.5293999,26.2691994,26.2691994,20,20,20,20,0,1,0,1,1,1,18296,9746,5941,5547,1958
786,12308,1,barren,7704,6539,6104,5356,4717,13603,10383,28560,30621,8751,1140,1140,1218,1140,13,13,13,13,7704.000000000000000,6539.000000000000000,6104.000000000000000,5356.000000000000000,4717.000000000000000,13603,10383,-0.1281770,-0.0652705,2.2088900,0.0711060,17.5424004,18.7406998,17.5424004,17.5424004,13,13,13,13,0,1,0,1,1,1,13680,10317,7519,5752,1794
787,12369,1,barren,7757,6556,6104,5105,4162,13266,10888,26562,29840,8733,513,513,534,513,16,16,16,16,7757.000000000000000,6556.000000000000000,6104.000000000000000,5105.000000000000000,4162.000000000000000,13266,10888,-0.1891680,-0.0891248,1.1019800,0.0317688,7.9000001,8.2258101,7.9000001,7.9000001,16,16,16,16,0,1,0,1,1,1,13371,10842,7537,5723,1748
788,12375,1,barren,6736,5893,5491,4813,3939,12001,10320,27368,30604,8757,761,761,926,761,33,33,33,33,6736.000000000000000,5893.000000000000000,5491.000000000000000,4813.000000000000000,3939.000000000000000,12001,10320,-0.1645810,-0.0657997,0.6688970,0.0867615,11.7208996,14.2500000,11.7208996,11.7208996,33,33,33,33,0,1,0,1,1,1,12088,10356,7244,5652,1885
789,12378,4,forest,6380,5017,4383,4463,4577,11141,9167,33469,33056,12687,1444,1048,1435,1028,33,33,33,33,6380.000000000000000,5017.000000000000000,4383.000000000000000,4463.000000000000000,4577.000000000000000,11141,9167,0.0216518,0.0090436,20.2155991,9.0997601,22.2222004,22.0832996,16.1282005,15.8261003,33,33,33,33,0,4,0,4,1,1,11136,9212,7886,5806,1909
790,12393,1,barren,11020,10950,10586,8846,8157,22105,10987,28514,29826,8723,1848,1848,1847,1848,6,6,6,6,11020.000000000000000,10950.000000000000000,10586.000000000000000,8846.000000000000000,8157.000000000000000,22105,10987,-0.1295950,-0.0895430,2.9943500,0.0080261,28.4347992,28.4286003,28.4347992,28.4347992,6,6,6,6,0,1,0,1,1,1,22255,10525,6645,5317,1596
791,12399,1,barren,7817,6931,6276,5371,4572,13838,10696,27614,30214,8795,890,890,777,890,17,17,17,17,7817.000000000000000,6931.000000000000000,6276.000000000000000,5371.000000000000000,4572.000000000000000,13838,10696,-0.1570800,-0.0777024,22.4477005,0.1738280,13.6999998,11.9582996,13.6999998,13.6999998,17,17,17,17,1,1,0,1,1,1,13939,10629,7465,5527,1787
792,12400,1,barren,7245,6610,5684,4850,4186,12774,10576,27787,30166,8784,874,874,820,874,16,16,16,16,7245.000000000000000,6610.000000000000000,5684.000000000000000,4850.000000000000000,4186.000000000000000,12774,10576,-0.1517730,-0.0791722,27.9480000,0.1480100,13.4582996,12.6295996,13.4582996,13.4582996,16,16,16,16,0,1,0,1,1,1,12871,10574,7515,5296,1773
793,12408,1,barren,7434,6429,5848,4743,4120,12778,10719,27080,29342,8762,780,780,752,780,17,17,17,17,7434.000000000000000,6429.000000000000000,5848.000000000000000,4743.000000000000000,4120.000000000000000,12778,10719,-0.1733550,-0.1043340,2.9626901,0.0972290,12.0000000,11.5713997,12.0000000,12.0000000,17,17,17,17,0,1,0,1,1,1,12876,10708,7562,5542,1600
794,12437,1,barren,8600,7553,6485,5594,5025,14884,10864,28604,30343,8674,1136,1136,1113,1136,10,10,10,10,8600.000000000000000,7553.000000000000000,6485.000000000000000,5594.000000000000000,5025.000000000000000,14884,10864,-0.1268460,-0.0737644,20.8477001,-0.1054690,17.4878006,17.1303997,17.4878006,17.4878006,10,10,10,10,0,1,0,1,1,1,14978,10728,7901,5396,1736
795,12446,1,barren,7165,6195,5305,4520,3817,12081,10669,27416,30142,8844,970,970,839,970,14,14,14,14,7165.000000000000000,6195.000000000000000,5305.000000000000000,4520.000000000000000,3817.000000000000000,12081,10669,-0.1631220,-0.0798982,27.6390991,0.2865910,14.9348001,12.9167004,14.9348001,14.9348001,14,14,14,14,0,1,0,1,1,1,12172,10689,7727,5439,1768
796,12453,1,barren,7559,6241,5525,4471,3996,12447,10770,27498,29305,8739,703,703,710,703,14,14,14,14,7559.000000000000000,6241.000000000000000,5525.000000000000000,4471.000000000000000,3996.000000000000000,12447,10770,-0.1605920,-0.1054420,4.0528898,0.0456543,10.8234997,10.9333000,10.8234997,10.8234997,14,14,14,14,0,1,0,1,1,1,12534,10761,7908,5590,1550
797,12494,1,barren,6793,5812,5022,4315,3597,11425,10533,27343,30279,8841,748,742,661,748,12,12,12,12,6793.000000000000000,5812.000000000000000,5022.000000000000000,4315.000000000000000,3597.000000000000000,11425,10533,-0.1653320,-0.0757202,38.5619011,0.2793880,11.5106001,10.1765003,11.4167004,11.5106001,12,12,12,12,0,1,0,1,1,1,11511,10588,7662,5496,1796
798,12497,1,barren,7432,6284,5176,4445,3795,12152,10802,27716,30270,8761,858,858,839,858,10,10,10,10,7432.000000000000000,6284.000000000000000,5176.000000000000000,4445.000000000000000,3795.000000000000000,12152,10802,-0.1539400,-0.0759796,7.8186202,0.0954590,13.1999998,12.9090996,13.1999998,13.1999998,10,10,10,10,0,1,0,1,1,1,12239,10806,8015,5411,1767
799,12500,1,barren,7566,6453,5687,4899,4070,12825,10766,27330,30321,8747,1081,1081,1150,1081,23,23,23,23,7566.000000000000000,6453.000000000000000,5687.000000000000000,4899.000000000000000,4070.000000000000000,12825,10766,-0.1657270,-0.0744379,2.5749700,0.0640564,16.6327000,17.7036991,16.6327000,16.6327000,23,23,23,23,0,1,0,1,1,1,12919,10741,7707,5569,1814
800,12550,1,barren,7229,6301,5427,4724,3907,12337,10662,27425,30491,8783,978,978,1135,978,22,22,22,22,7229.000000000000000,6301.000000000000000,5427.000000000000000,4724.000000000000000,3907.000000000000000,12337,10662,-0.1628450,-0.0692542,2.7333100,0.1459660,15.0600004,17.4736996,15.0600004,15.0600004,22,22,22,22,0,1,0,1,1,1,12430,10669,7655,5457,1854
801,12562,4,forest,6179,5339,4744,4701,5330,11798,8619,34665,32610,10939,1683,1451,1695,1589,41,41,41,41,6179.000000000000000,5339.000000000000000,4744.000000000000000,4701.000000000000000,5330.000000000000000,11798,8619,0.0581696,-0.0045527,27.6634007,5.0902400,25.8929005,26.0832996,22.3332996,24.4545002,41,41,41,41,0,4,0,4,1,1,11778,8655,7572,5584,1745
802,12567,4,forest,6249,5231,5006,5147,5473,12147,8526,34219,33214,14581,1340,837,1344,601,38,38,38,38,6249.000000000000000,5231.000000000000000,5006.000000000000000,5147.000000000000000,5473.000000000000000,12147,8526,0.0445653,0.0138875,33.5088005,13.4441996,20.6207008,20.6800003,12.8823996,9.2500000,38,38,38,38,0,4,0,4,1,1,12125,8538,7357,5884,1928
803,12582,1,barren,7610,6695,6124,4904,4361,13277,10724,27251,29135,8733,1024,1024,998,1024,6,6,6,6,7610.000000000000000,6695.000000000000000,6124.000000000000000,4904.000000000000000,4361.000000000000000,13277,10724,-0.1681450,-0.1106270,20.8801994,0.0300903,15.7556000,15.3667002,15.7556000,15.7556000,6,6,6,6,0,1,0,1,1,1,13379,10692,7507,5494,1537
804,12585,1,barren,7729,6984,5738,5174,4307,13385,10768,28093,31066,8735,839,839,800,839,11,11,11,11,7729.000000000000000,6984.000000000000000,5738.000000000000000,5174.000000000000000,4307.000000000000000,13385,10768,-0.1424590,-0.0516862,20.6380005,0.0347290,12.9090996,12.3102999,12.9090996,12.9090996,11,11,11,11,0,1,0,1,1,1,13483,10720,7756,5259,1975
805,12593,1,barren,7948,7185,6018,4970,4441,13675,10901,27820,29635,8827,928,928,951,928,12,12,12,12,7948.000000000000000,7185.000000000000000,6018.000000000000000,4970.000000000000000,4441.000000000000000,13675,10901,-0.1507790,-0.0953768,20.1807003,0.2474980,14.2791004,14.6364002,14.2791004,14.2791004,12,12,12,12,0,1,0,1,1,1,13779,10844,7811,5194,1636
806,12598,1,barren,6976,6020,5445,4696,4046,12155,10372,27931,30340,8979,1050,1054,1043,1055,23,23,23,23,6976.000000000000000,6020.000000000000000,5445.000000000000000,4696.000000000000000,4046.000000000000000,12155,10372,-0.1474030,-0.0738586,9.4112902,0.5946350,16.1627998,16.0526009,16.2273006,16.2381001,23,23,23,23,0,1,0,1,1,1,12236,10393,7493,5587,1776
807,12640,4,forest,6148,5046,4542,4473,4878,11258,8868,33928,32509,15067,880,638,987,715,35,35,35,35,6148.000000000000000,5046.000000000000000,4542.000000000000000,4473.000000000000000,4878.000000000000000,11258,8868,0.0356688,-0.0076539,24.2147007,14.5590000,13.5454998,15.1875000,9.8235302,11.0000000,35,35,35,35,0,4,0,4,1,1,11246,8922,7667,5725,1768
808,12658,4,forest,6284,5168,4879,4924,5574,12039,8433,34938,32910,11098,1836,1445,1989,1471,39,39,39,39,6284.000000000000000,5168.000000000000000,4879.000000000000000,4924.000000000000000,5574.000000000000000,12039,8433,0.0664881,0.0045904,23.7800999,5.4562101,28.2558002,30.6000004,22.2320995,22.6399994,39,39,39,39,0,4,0,4,1,1,12005,8447,7538,5850,1771
809,12709,4,forest,6040,4821,4215,4590,4946,11052,8610,35374,34155,13058,1817,1180,1797,1116,45,45,45,45,6040.000000000000000,4821.000000000000000,4215.000000000000000,4590.000000000000000,4946.000000000000000,11052,8610,0.0797948,0.0425894,23.9220009,9.9509897,27.9629993,27.6537991,18.1590996,17.1723995,45,45,45,45,0,4,0,4,1,1,11019,8664,7776,5805,1993
810,12710,4,forest,6348,4856,4519,4625,5219,11487,8607,35114,33139,14661,1410,953,1410,835,36,36,36,36,6348.000000000000000,4856.000000000000000,4519.000000000000000,4625.000000000000000,5219.000000000000000,11487,8607,0.0718834,0.0115923,22.7642002,13.6261997,21.7036991,21.6923008,14.6667004,12.8519001,36,36,36,36,1,4,0,4,1,1,11449,8632,7834,5974,1778
811,12728,4,forest,6344,4798,4431,4434,4892,11187,8853,34379,32771,13526,1018,792,1018,743,35,35,35,35,6344.000000000000000,4798.000000000000000,4431.000000000000000,4434.000000000000000,4892.000000000000000,11187,8853,0.0494476,0.0003384,16.6299000,11.0249004,15.6667004,15.6667004,12.1875000,11.4375000,35,35,35,35,0,4,0,4,1,1,11161,8892,7887,5964,1756
812,12741,4,forest,6286,5390,4785,4917,5296,11962,8695,34420,33205,10734,1510,1168,1554,1244,41,41,41,41,6286.000000000000000,5390.000000000000000,4785.000000000000000,4917.000000000000000,5296.000000000000000,11962,8695,0.0506894,0.0136055,18.3973999,4.6193800,23.2390995,23.9200001,17.9839001,19.1429005,41,41,41,41,0,4,0,4,1,1,11945,8718,7558,5651,1909
813,12798,4,forest,6048,4683,3979,4230,4388,10479,9008,34361,33761,10265,1973,1657,1977,1660,40,40,40,40,6048.000000000000000,4683.000000000000000,3979.000000000000000,4230.000000000000000,4388.000000000000000,10479,9008,0.0488825,0.0305762,20.5648994,3.5449800,30.3570995,30.4167004,25.5000000,25.5417004,40,40,40,40,0,4,0,4,1,1,10463,9085,7939,5794,1965
814,12836,4,forest,6236,5188,4497,4630,5114,11522,8724,34863,33237,8912,1460,1374,1306,1525,37,37,37,37,6236.000000000000000,5188.000000000000000,4497.000000000000000,4630.000000000000000,5114.000000000000000,11522,8724,0.0641973,0.0145722,23.3148003,0.4407960,22.4736996,20.1000004,21.1474991,23.4762001,37,37,37,37,1,4,0,4,1,1,11499,8762,7753,5654,1855
815,12842,4,forest,6305,4998,4635,4707,4809,11415,8980,33363,33012,11393,1138,905,1194,860,33,33,33,33,6305.000000000000000,4998.000000000000000,4635.000000000000000,4707.000000000000000,4809.000000000000000,11415,8980,0.0184244,0.0077071,24.5891991,6.1325698,17.5216999,18.3792992,13.9343996,13.2307997,33,33,33,33,0,4,0,4,1,1,11407,9017,7644,5916,1921
816,12900,4,forest,5550,4220,3477,3707,4061,9453,8859,35298,33808,9364,1259,1176,1284,1446,37,37,37,37,5550.000000000000000,4220.000000000000000,3477.000000000000000,3707.000000000000000,4061.000000000000000,9453,8859,0.0774741,0.0320156,23.1369991,1.4784200,19.3703995,19.7600002,18.1033993,22.2500000,37,37,37,37,0,4,0,4,1,1,9428,8993,7993,5731,1872
817,12936,4,forest,6275,5005,4476,4484,5197,11431,8635,35201,32789,9227,1438,1385,1261,1442,35,35,35,35,6275.000000000000000,5005.000000000000000,4476.000000000000000,4484.000000000000000,5197.000000000000000,11431,8635,0.0745374,0.0008929,23.5160007,1.1648901,22.1250000,19.3999996,21.3115005,22.1956997,35,35,35,35,0,4,0,4,1,1,11397,8672,7846,5774,1707
818,12978,1,barren,6440,5279,3876,3435,2729,9760,10740,27071,30783,8754,1007,1007,1183,1024,26,26,26,21,6440.000000000000000,5279.000000000000000,3876.000000000000000,3435.000000000000000,2729.000000000000000,9760,10740,-0.1736560,-0.0603201,46.8125000,0.0782166,15.5000000,18.2000008,15.5000000,15.7659998,26,26,26,21,0,1,0,1,1,1,9838,10866,8238,5300,1869
819,13005,4,forest,5594,4528,3559,3433,3765,9388,9249,33681,32169,14233,1460,885,1480,668,43,43,43,43,5594.000000000000000,4528.000000000000000,3559.000000000000000,3433.000000000000000,3765.000000000000000,9388,9249,0.0281267,-0.0180206,23.8500004,12.6449003,22.4736996,22.7777996,13.6286001,10.2856998,43,43,43,43,0,4,0,4,1,1,9389,9401,8001,5459,1716
820,13019,4,forest,6329,4790,4194,4227,4483,10795,9138,33851,32888,14233,1293,852,1322,640,32,32,32,32,6329.000000000000000,4790.000000000000000,4194.000000000000000,4227.000000000000000,4483.000000000000000,10795,9138,0.0333065,0.0039188,13.2735996,12.6455002,19.9048004,20.3500004,13.1080999,9.8500004,32,32,32,32,0,4,0,4,1,1,10781,9195,8018,5866,1821
821,13040,4,forest,5815,5207,4751,4555,5071,11384,8652,33827,32070,11374,1250,1015,1280,1073,39,39,39,39,5815.000000000000000,5207.000000000000000,4751.000000000000000,4555.000000000000000,5071.000000000000000,11384,8652,0.0325799,-0.0210617,24.3428993,6.0871902,19.2339993,19.7036991,15.6167002,16.5226994,39,39,39,39,0,4,0,4,1,1,11377,8725,7308,5535,1711
822,13117,4,forest,5923,4701,4160,4116,4431,10476,8981,33793,32585,15498,1259,838,1265,684,31,31,31,31,5923.000000000000000,4701.000000000000000,4160.000000000000000,4116.000000000000000,4431.000000000000000,10476,8981,0.0315447,-0.0053166,15.1849003,15.5476999,19.3810005,19.4736996,12.8973999,10.5237999,31,31,31,31,0,4,0,4,1,1,10466,9071,7774,5751,1780
823,13144,5,water,7166,6374,5253,3964,2656,11350,11705,22002,28178,8815,0,0,0,0,0,0,0,0,7166.000000000000000,6374.000000000000000,5253.000000000000000,3964.000000000000000,2656.000000000000000,11350,11705,-0.3283600,-0.1398500,0.4185200,0.2188110,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,11504,11776,7729,5196,1691
824,13145,5,water,7327,6519,5330,3879,2164,11252,12242,18919,27598,8795,0,0,0,0,0,0,0,0,7327.000000000000000,6519.000000000000000,5330.000000000000000,3879.000000000000000,2164.000000000000000,11252,12242,-0.4224710,-0.1575630,0.0964485,0.1720280,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,11437,12319,7740,5163,1728
825,13160,1,barren,8631,8534,8043,6973,6433,17230,10247,29116,30425,8756,1560,1560,1490,1560,9,9,9,9,8631.000000000000000,8534.000000000000000,8043.000000000000000,6973.000000000000000,6433.000000000000000,17230,10247,-0.1112190,-0.0712573,4.6829300,0.0826111,24.0000000,22.9375000,24.0000000,24.0000000,9,9,9,9,0,1,0,1,1,1,17335,10038,6790,5314,1767
826,13176,4,forest,6076,4497,3396,3655,3797,9644,9361,34586,33963,9797,2120,1724,2204,1759,45,45,45,45,6076.000000000000000,4497.000000000000000,3396.000000000000000,3655.000000000000000,3797.000000000000000,9644,9361,0.0557487,0.0367324,24.7140999,2.4719501,32.6296005,33.9129982,26.5293999,27.0645008,45,45,45,45,0,4,0,4,1,1,9632,9469,8390,5676,1935
827,13241,5,water,7334,6768,5184,3680,1616,10959,12739,15570,27201,8781,0,0,0,0,0,0,0,0,7334.000000000000000,6768.000000000000000,5184.000000000000000,3680.000000000000000,1616.000000000000000,10959,12739,-0.5247060,-0.1696750,0.1938760,0.1416320,0.0000000,0.0000000,0.0000000,0.0000000,0,0,0,0,1,5,0,5,1,1,11173,12838,7806,4894,1814
828,13244,1,barren,8091,7372,6323,5475,4706,14290,10823,27956,30405,8834,1177,1177,1160,1177,9,9,9,9,8091.000000000000000,7372.000000000000000,6323.000000000000000,5475.000000000000000,4706.000000000000000,14290,10823,-0.1466130,-0.0718766,21.1364002,0.2622380,18.1110992,17.8462009,18.1110992,18.1110992,9,9,9,9,0,1,0,1,1,1,14395,10734,7625,5295,1828
829,13267,1,barren,6773,5842,5181,4492,3771,11652,10413,27600,30426,8749,960,960,1047,960,16,16,16,16,6773.000000000000000,5842.000000000000000,5181.000000000000000,4492.000000000000000,3771.000000000000000,11652,10413,-0.1575070,-0.0712292,4.8003001,0.0680847,14.7777996,16.1200008,14.7777996,14.7777996,16,16,16,16,0,1,0,1,1,1,11735,10460,7527,5546,1816
830,13270,4,forest,5820,4203,3431,3425,3794,9310,9207,34405,32731,12110,1732,1150,1807,1236,42,42,42,41,5820.000000000000000,4203.000000000000000,3431.000000000000000,3425.000000000000000,3794.000000000000000,9310,9207,0.0502422,-0.0008751,23.7182999,7.7754502,26.6537991,27.8094997,17.6956997,19.0303001,42,42,42,41,0,4,0,4,1,1,9294,9339,8247,5776,1725
831,13292,4,forest,5778,4474,3765,3622,3998,9729,9159,33743,32125,14613,1375,836,1460,634,37,37,37,37,5778.000000000000000,4474.000000000000000,3765.000000000000000,3622.000000000000000,3998.000000000000000,9729,9159,0.0300142,-0.0193583,13.5184002,13.5164003,21.1578999,22.4706001,12.8718004,9.7647104,37,37,37,37,0,4,0,4,1,1,9722,9286,7986,5669,1687
832,13295,4,forest,5996,4349,3891,4036,4108,10056,9123,33648,33359,12715,2005,1313,2005,1335,46,46,46,46,5996.000000000000000,4349.000000000000000,3891.000000000000000,4036.000000000000000,4108.000000000000000,10056,9123,0.0271284,0.0182919,10.6260004,9.1645203,30.8570995,30.8570995,20.2105007,20.5417004,46,46,46,46,0,4,0,4,1,1,10042,9215,7965,5994,1908
833,13297,4,forest,6070,4698,4316,4327,4528,10745,8984,33545,32801,10279,2017,1518,1968,1580,50,50,50,50,6070.000000000000000,4698.000000000000000,4316.000000000000000,4327.000000000000000,4528.000000000000000,10745,8984,0.0239711,0.0012727,8.2167702,3.5776701,31.0454998,30.2856998,23.3666992,24.3181992,50,50,50,50,1,4,0,4,1,1,10734,9055,7737,5904,1839
834,13312,4,forest,5988,4490,3873,3941,4116,10071,9155,33756,33045,12150,1019,792,1088,751,34,34,34,34,5988.000000000000000,4490.000000000000000,3873.000000000000000,3941.000000000000000,4116.000000000000000,10071,9155,0.0304168,0.0087023,20.7910004,7.8684101,15.6842003,16.7500000,12.1922998,11.5556002,34,34,34,34,0,4,0,4,1,1,10060,9252,7998,5842,1848
835,13380,4,forest,5860,4386,3883,3711,4091,9861,9118,33614,32018,13080,1409,1015,1464,884,39,39,39,39,5860.000000000000000,4386.000000000000000,3883.000000000000000,3711.000000000000000,4091.000000000000000,9861,9118,0.0260848,-0.0226494,11.8248997,10.0016003,21.6818008,22.5237999,15.6176004,13.6111002,39,39,39,39,0,4,0,4,1,1,9850,9233,7959,5826,1664
836,13381,4,forest,5723,4376,4090,3784,4256,9987,8967,33411,31486,18216,767,534,865,550,32,32,32,31,5723.000000000000000,4376.000000000000000,4090.000000000000000,3784.000000000000000,4256.000000000000000,9987,8967,0.0198898,-0.0388621,10.9931002,21.7812004,11.8000002,13.3125000,8.2173901,8.4736795,32,32,32,31,0,4,0,4,1,1,9976,9085,7737,5852,1582
837,13426,1,barren,8123,7673,6811,6086,5236,15150,10548,28477,30918,8742,988,988,906,988,21,21,21,21,8123.000000000000000,7673.000000000000000,6811.000000000000000,6086.000000000000000,5236.000000000000000,15150,10548,-0.1307380,-0.0562146,0.2452770,0.0515137,15.2143002,13.9474001,15.2143002,15.2143002,21,21,21,21,0,1,0,1,1,1,15254,10425,7258,5325,1956
838,13454,4,forest,5886,4519,3917,3903,4312,10131,8973,34332,32701,18162,886,710,890,674,33,33,33,33,5886.000000000000000,4519.000000000000000,3917.000000000000000,3903.000000000000000,4312.000000000000000,10131,8973,0.0480010,-0.0017903,14.4320002,21.6560993,13.6364002,13.6999998,10.9301996,10.3809996,33,33,33,33,0,4,0,4,1,1,10114,9075,7940,5771,1747
839,13461,4,forest,6152,4620,3826,3932,4283,10263,9114,34606,33207,15888,938,826,1108,1031,43,43,43,42,6152.000000000000000,4620.000000000000000,3826.000000000000000,3932.000000000000000,4283.000000000000000,10263,9114,0.0563571,0.0136633,10.3507004,16.4412003,14.4443998,17.0555992,12.7104998,15.8696003,43,43,43,42,0,4,0,4,1,1,10244,9196,8174,5770,1816
840,13486,4,forest,5975,4433,3870,3998,4115,10061,9129,33765,33292,11734,1218,952,1411,947,31,31,31,31,5975.000000000000000,4433.000000000000000,3870.000000000000000,3998.000000000000000,4115.000000000000000,10061,9129,0.0306825,0.0162684,28.6860008,6.9129300,18.7451000,21.7143002,14.6521997,14.5740995,31,31,31,31,0,4,0,4,1,1,10049,9224,7975,5899,1893
841,13509,4,forest,5876,4203,3463,3374,3589,9231,9412,33345,32333,14207,775,562,832,632,34,34,34,34,5876.000000000000000,4203.000000000000000,3463.000000000000000,3374.000000000000000,3589.000000000000000,9231,9412,0.0178673,-0.0130174,27.3969994,12.5855999,11.9231005,12.8000002,8.6585398,9.7368402,34,34,34,34,0,4,0,4,1,1,9226,9548,8248,5805,1724
842,13519,4,forest,5955,4388,3522,3493,3822,9536,9309,34098,32624,11328,1334,1001,1344,956,34,34,34,34,5955.000000000000000,4388.000000000000000,3522.000000000000000,3493.000000000000000,3822.000000000000000,9536,9309,0.0408497,-0.0041340,16.8673992,5.9833398,20.5333004,20.6896992,15.4146004,14.7082996,34,34,34,34,0,4,0,4,1,1,9525,9430,8272,5714,1734
843,13521,4,forest,6081,4734,3682,3948,4307,10237,9054,35322,33902,14442,1403,861,1568,803,41,41,41,41,6081.000000000000000,4734.000000000000000,3682.000000000000000,3948.000000000000000,4307.000000000000000,10237,9054,0.0782326,0.0348624,24.0543995,13.1255999,21.5862007,24.1364002,13.2600002,12.3667002,41,41,41,41,0,4,0,4,1,1,10215,9141,8215,5609,1905
844,13539,4,forest,5964,4661,3881,3954,4145,10157,9166,33837,33065,12567,1569,1028,1628,770,38,38,38,38,5964.000000000000000,4661.000000000000000,3881.000000000000000,3954.000000000000000,4145.000000000000000,10157,9166,0.0328931,0.0093172,14.6981001,8.8238802,24.1499996,25.0555992,15.8285999,11.8500004,38,38,38,38,0,4,0,4,1,1,10150,9265,7978,5694,1861
845,13554,4,forest,5992,5061,4081,4436,4454,10778,9033,34191,34125,10086,1231,1045,1231,1207,35,35,35,35,5992.000000000000000,5061.000000000000000,4081.000000000000000,4436.000000000000000,4454.000000000000000,10778,9033,0.0437024,0.0416814,20.1107998,3.1333899,18.9473991,18.9473991,16.0869999,18.5713997,35,35,35,35,0,4,0,4,1,1,10773,9109,7792,5535,2097
846,13591,4,forest,5889,4406,3609,3853,3902,9737,9205,34037,33831,14605,1430,1005,1466,959,37,37,37,37,5889.000000000000000,4406.000000000000000,3609.000000000000000,3853.000000000000000,3902.000000000000000,9737,9205,0.0390095,0.0326990,16.5580997,13.4994001,22.0000000,22.5652008,15.4722004,14.7618999,37,37,37,37,0,4,0,4,1,1,9726,9316,8085,5788,1967
